index,answer
10745,choice='C' probability=0.8
10746,choice='A' probability=0.85
10747,choice='A' probability=0.7
10748,choice='E' probability=0.0001
10749,choice='C' probability=0.8
10750,choice='B' probability=0.2
10751,choice='C' probability=0.7
10752,choice='C' probability=0.8
10753,choice='C' probability=0.85
10754,choice='B' probability=0.9
10755,choice='D' probability=0.8
10756,choice='B' probability=0.9
10757,choice='E' probability=0.4
10758,choice='C' probability=0.8
10759,
10760,choice='D' probability=0.7
10761,choice='B' probability=0.8
10762,choice='A' probability=0.9
10763,choice='A' probability=0.85
10764,choice='C' probability=0.9
10765,choice='A' probability=0.85
10766,choice='A' probability=0.8
10767,choice='A' probability=0.9
10768,choice='C' probability=0.7
10769,choice='D' probability=0.8
10770,choice='E' probability=0.9
10771,choice='D' probability=0.05
10772,choice='A' probability=0.8
10773,choice='C' probability=0.8
10774,choice='C' probability=0.9
10775,choice='D' probability=0.8
10776,choice='A' probability=0.95
10777,choice='D' probability=0.9
10778,choice='C' probability=0.8
10779,choice='A' probability=0.9
10780,choice='E' probability=0.4
10781,choice='A' probability=0.05
10782,choice='D' probability=0.8
10783,choice='E' probability=0.9
10784,choice='D' probability=0.8
10785,choice='A' probability=0.7
10786,choice='C' probability=0.8
10787,choice='A' probability=0.8
10788,choice='B' probability=0.2
10789,choice='D' probability=0.95
10790,choice='D' probability=0.7
10791,choice='B' probability=0.8
10792,choice='B' probability=0.8
10793,choice='C' probability=0.9
10794,choice='C' probability=0.95
10795,choice='C' probability=0.8
10796,choice='B' probability=0.9
10797,choice='B' probability=0.9
10798,choice='C' probability=0.95
10799,choice='C' probability=0.95
10800,
10801,choice='A' probability=0.9
10802,choice='D' probability=0.9
10803,choice='E' probability=0.95
10804,choice='A' probability=0.9
10805,choice='A' probability=0.8
10806,choice='A' probability=0.8
10807,choice='A' probability=0.9
10808,choice='C' probability=0.9
10809,choice='E' probability=0.9
10810,choice='A' probability=0.9
10811,choice='E' probability=0.95
10812,choice='D' probability=0.8
10813,choice='A' probability=0.9
10814,choice='B' probability=0.8
10815,choice='C' probability=0.8
10816,choice='A' probability=0.9
10817,choice='B' probability=0.7
10818,choice='A' probability=0.7
10819,choice='E' probability=0.8
10820,choice='A' probability=0.8
10821,choice='C' probability=0.8
10822,choice='C' probability=0.9
10823,choice='B' probability=0.85
10824,choice='D' probability=0.8
10825,choice='D' probability=0.8
10826,choice='D' probability=0.9
10827,choice='A' probability=0.8
10828,choice='A' probability=0.8
10829,choice='B' probability=0.7
10830,choice='B' probability=0.9
10831,choice='B' probability=0.8
10832,choice='B' probability=0.9
10833,choice='B' probability=0.95
10834,choice='A' probability=0.8
10835,
10836,choice='C' probability=0.8
10837,choice='A' probability=0.8
10838,choice='B' probability=0.95
10839,choice='A' probability=0.95
10840,choice='D' probability=0.2
10841,choice='A' probability=0.9
10842,choice='C' probability=0.8
10843,choice='C' probability=0.5
10844,choice='C' probability=0.05
10845,choice='A' probability=0.95
10846,choice='C' probability=0.8
10847,choice='C' probability=0.9
10848,choice='C' probability=0.2
10849,choice='D' probability=0.8
10850,choice='D' probability=0.8
10851,choice='D' probability=0.8
10852,
10853,choice='C' probability=0.8
10854,
10855,choice='B' probability=0.9
10856,choice='B' probability=0.8
10857,choice='A' probability=0.7
10858,choice='D' probability=0.8
10859,choice='C' probability=0.8
10860,choice='D' probability=0.75
10861,choice='C' probability=0.9
10862,choice='C' probability=0.7
10863,choice='A' probability=0.9
10864,choice='C' probability=0.9
10865,choice='C' probability=0.4
10866,choice='E' probability=0.05
10867,choice='E' probability=0.8
10868,choice='B' probability=0.9
10869,choice='E' probability=0.5
10870,choice='A' probability=0.8
10871,choice='D' probability=0.9
10872,choice='C' probability=0.2
10873,choice='D' probability=0.85
10874,choice='B' probability=0.8
10875,choice='C' probability=0.8
10876,choice='B' probability=0.8
10877,choice='B' probability=0.9
10878,
10879,choice='A' probability=0.8
10880,choice='D' probability=0.95
10881,choice='D' probability=0.95
10882,choice='D' probability=0.95
10883,choice='C' probability=0.95
10884,choice='D' probability=0.9
10885,choice='A' probability=0.95
10886,choice='C' probability=0.8
10887,choice='B' probability=0.8
10888,choice='A' probability=0.2
10889,choice='A' probability=0.05
10890,choice='A' probability=0.8
10891,choice='B' probability=0.8
10892,choice='E' probability=0.8
10893,choice='C' probability=0.95
10894,choice='E' probability=0.8
10895,choice='C' probability=0.9
10896,choice='D' probability=0.9
10897,choice='B' probability=0.9
10898,choice='A' probability=0.8
10899,choice='B' probability=0.75
10900,choice='A' probability=0.7
10901,choice='C' probability=0.4
10902,choice='C' probability=0.9
10903,choice='E' probability=0.8
10904,choice='B' probability=0.85
10905,choice='B' probability=0.7
10906,choice='A' probability=0.8
10907,choice='E' probability=0.9
10908,choice='D' probability=0.8
10909,choice='C' probability=0.2
10910,choice='B' probability=0.8
10911,choice='A' probability=0.5
10912,choice='A' probability=0.9
10913,choice='C' probability=0.8
10914,choice='C' probability=0.2
10915,choice='C' probability=0.4
10916,choice='C' probability=0.8
10917,choice='A' probability=0.9
10918,choice='A' probability=0.9
10919,choice='D' probability=0.9
10920,choice='D' probability=0.8
10921,choice='D' probability=0.75
10922,choice='E' probability=0.85
10923,choice='A' probability=0.8
10924,choice='A' probability=0.9
10925,choice='C' probability=0.8
10926,choice='E' probability=0.85
10927,choice='D' probability=0.75
10928,choice='A' probability=0.4
10929,choice='C' probability=0.8
10930,choice='C' probability=0.85
10931,choice='C' probability=0.9
10932,choice='A' probability=0.9
10933,choice='C' probability=0.8
10934,choice='A' probability=0.9
10935,choice='A' probability=0.8
10936,choice='A' probability=0.95
10937,choice='C' probability=0.8
10938,choice='A' probability=0.8
10939,choice='C' probability=0.7
10940,choice='D' probability=0.8
10941,choice='C' probability=0.8
10942,choice='E' probability=0.8
10943,choice='B' probability=0.2
10944,choice='A' probability=0.8
10945,choice='E' probability=0.7
10946,choice='C' probability=0.7
10947,choice='D' probability=0.8
10948,choice='C' probability=0.9
10949,choice='A' probability=0.8
10950,choice='D' probability=0.9
10951,choice='B' probability=0.8
10952,choice='B' probability=0.8
10953,choice='B' probability=0.9
10954,choice='C' probability=0.9
10955,
10956,choice='B' probability=0.8
10957,choice='A' probability=0.85
10958,choice='B' probability=0.8
10959,
10960,choice='C' probability=0.85
10961,choice='C' probability=0.8
10962,choice='C' probability=0.8
10963,choice='D' probability=0.95
10964,choice='E' probability=0.8
10965,choice='C' probability=0.7
10966,choice='A' probability=0.9
10967,choice='C' probability=0.8
10968,choice='B' probability=0.75
10969,choice='E' probability=0.75
10970,choice='D' probability=0.8
10971,choice='A' probability=0.85
10972,choice='A' probability=0.6
10973,choice='D' probability=0.9
10974,choice='B' probability=0.8
10975,choice='A' probability=0.8
10976,choice='D' probability=0.35
10977,choice='D' probability=0.95
10978,choice='D' probability=0.9
10979,choice='A' probability=0.9
10980,choice='B' probability=0.8
10981,choice='E' probability=0.7
10982,choice='D' probability=0.8
10983,choice='E' probability=0.9
10984,choice='A' probability=0.8
10985,choice='B' probability=0.2
10986,choice='B' probability=0.8
10987,choice='D' probability=0.8
10988,choice='C' probability=0.9
10989,choice='B' probability=0.9
10990,choice='A' probability=0.85
10991,choice='A' probability=0.9
10992,choice='C' probability=0.8
10993,choice='A' probability=0.4
10994,choice='D' probability=0.9
10995,choice='C' probability=0.9
10996,choice='A' probability=0.9
10997,
10998,choice='C' probability=0.4
10999,choice='D' probability=0.85
11000,choice='D' probability=0.9
11001,choice='D' probability=0.5
11002,choice='A' probability=0.9
11003,choice='E' probability=0.8
11004,choice='E' probability=0.2
11005,choice='E' probability=0.8
11006,choice='C' probability=0.95
11007,choice='E' probability=0.8
11008,choice='B' probability=0.85
11009,choice='B' probability=0.9
11010,choice='E' probability=0.9
11011,choice='A' probability=0.4
11012,choice='C' probability=0.9
11013,
11014,choice='B' probability=0.25
11015,choice='C' probability=0.6
11016,choice='E' probability=0.8
11017,choice='B' probability=0.9
11018,
11019,choice='A' probability=0.8
11020,choice='A' probability=0.8
11021,choice='C' probability=0.7
11022,
11023,choice='B' probability=0.2
11024,choice='C' probability=0.95
11025,choice='D' probability=0.8
11026,choice='A' probability=0.8
11027,choice='D' probability=0.8
11028,choice='A' probability=0.9
11029,choice='D' probability=0.8
11030,choice='A' probability=0.9
11031,choice='D' probability=0.9
11032,choice='B' probability=0.8
11033,choice='E' probability=0.85
11034,choice='B' probability=0.2
11035,choice='E' probability=0.9
11036,choice='D' probability=0.9
11037,choice='D' probability=0.8
11038,choice='B' probability=0.4
11039,choice='D' probability=0.8
11040,choice='B' probability=0.7
11041,choice='C' probability=0.8
11042,choice='D' probability=0.85
11043,choice='C' probability=0.8
11044,choice='C' probability=0.85
11045,choice='B' probability=0.7
11046,
11047,choice='B' probability=0.8
11048,choice='C' probability=0.2
11049,choice='C' probability=0.2
11050,choice='B' probability=0.9
11051,choice='C' probability=0.95
11052,choice='A' probability=0.6
11053,choice='B' probability=0.9
11054,choice='C' probability=0.75
11055,choice='B' probability=0.9
11056,choice='C' probability=0.95
11057,choice='D' probability=0.8
11058,choice='A' probability=0.85
11059,choice='B' probability=0.9
11060,choice='C' probability=0.75
11061,choice='B' probability=0.9
11062,choice='C' probability=0.85
11063,choice='B' probability=0.8
11064,
11065,choice='C' probability=0.85
11066,choice='E' probability=0.8
11067,choice='B' probability=0.8
11068,choice='A' probability=0.8
11069,choice='E' probability=0.05
11070,choice='D' probability=0.9
11071,choice='B' probability=0.3
11072,choice='C' probability=0.9
11073,choice='C' probability=0.9
11074,choice='B' probability=0.8
11075,choice='C' probability=0.8
11076,choice='A' probability=0.5
11077,choice='A' probability=0.9
11078,choice='A' probability=0.2
11079,choice='E' probability=0.8
11080,choice='D' probability=0.8
11081,choice='A' probability=0.6
11082,choice='D' probability=0.8
11083,choice='C' probability=0.85
11084,choice='B' probability=0.85
11085,choice='C' probability=0.5
11086,choice='A' probability=0.7
11087,choice='E' probability=0.8
11088,choice='B' probability=0.8
11089,choice='A' probability=0.8
11090,choice='A' probability=0.4
11091,choice='A' probability=0.8
11092,choice='A' probability=0.9
11093,choice='D' probability=0.8
11094,choice='A' probability=0.8
11095,choice='D' probability=0.8
11096,choice='A' probability=0.9
11097,choice='D' probability=0.4
11098,choice='A' probability=0.85
11099,choice='D' probability=0.95
11100,choice='E' probability=0.9
11101,choice='B' probability=0.9
11102,choice='B' probability=0.7
11103,choice='C' probability=0.9
11104,choice='A' probability=0.9
11105,choice='C' probability=0.7
11106,choice='B' probability=0.8
11107,choice='A' probability=0.8
11108,choice='A' probability=0.8
11109,choice='D' probability=0.8
11110,choice='C' probability=0.95
11111,choice='C' probability=0.7
11112,choice='C' probability=0.9
11113,choice='B' probability=0.95
11114,choice='A' probability=0.8
11115,choice='D' probability=0.85
11116,
11117,choice='A' probability=0.2
11118,choice='B' probability=0.2
11119,choice='C' probability=0.95
11120,choice='A' probability=0.8
11121,choice='D' probability=0.8
11122,choice='C' probability=0.5
11123,choice='C' probability=0.8
11124,choice='C' probability=0.8
11125,choice='B' probability=0.9
11126,choice='D' probability=0.9
11127,choice='A' probability=0.8
11128,choice='C' probability=0.9
11129,choice='A' probability=0.8
11130,choice='C' probability=0.7
11131,choice='E' probability=0.7
11132,choice='C' probability=0.8
11133,choice='D' probability=0.8
11134,choice='B' probability=0.0
11135,choice='D' probability=0.8
11136,choice='D' probability=0.8
11137,choice='C' probability=0.8
11138,choice='E' probability=0.9
11139,choice='C' probability=0.5
11140,choice='E' probability=0.85
11141,choice='C' probability=0.8
11142,choice='A' probability=0.8
11143,choice='C' probability=0.95
11144,choice='E' probability=0.8
11145,choice='A' probability=0.7
11146,choice='A' probability=0.8
11147,choice='A' probability=0.8
11148,choice='C' probability=0.2
11149,choice='E' probability=0.7
11150,choice='B' probability=0.8
11151,choice='C' probability=0.8
11152,choice='E' probability=0.8
11153,choice='A' probability=0.7
11154,choice='A' probability=0.25
11155,choice='A' probability=0.2
11156,choice='B' probability=0.85
11157,choice='A' probability=0.8
11158,choice='B' probability=0.8
11159,choice='C' probability=0.8
11160,choice='A' probability=0.4
11161,choice='C' probability=0.9
11162,choice='C' probability=0.9
11163,choice='D' probability=0.85
11164,choice='C' probability=0.05
11165,choice='C' probability=0.7
11166,choice='E' probability=0.85
11167,choice='A' probability=0.8
11168,choice='B' probability=0.7
11169,choice='C' probability=0.95
11170,choice='B' probability=0.25
11171,choice='C' probability=0.8
11172,choice='E' probability=0.95
11173,choice='B' probability=0.9
11174,choice='A' probability=0.85
11175,choice='B' probability=0.2
11176,choice='E' probability=0.95
11177,choice='C' probability=0.8
11178,choice='D' probability=0.25
11179,choice='E' probability=0.95
11180,choice='C' probability=0.8
11181,choice='B' probability=0.2
11182,choice='E' probability=0.8
11183,choice='E' probability=0.9
11184,choice='D' probability=0.95
11185,choice='B' probability=0.8
11186,choice='D' probability=0.6
11187,choice='D' probability=0.4
11188,choice='C' probability=0.8
11189,choice='A' probability=0.9
11190,choice='E' probability=0.8
11191,choice='A' probability=0.85
11192,choice='E' probability=0.9
11193,choice='D' probability=0.2
11194,choice='E' probability=0.05
11195,choice='D' probability=0.7
11196,choice='A' probability=0.8
11197,choice='B' probability=0.8
11198,choice='D' probability=0.9
11199,choice='E' probability=0.9
11200,choice='D' probability=0.85
11201,choice='E' probability=0.95
11202,choice='B' probability=0.9
11203,choice='C' probability=0.4
11204,choice='B' probability=0.8
11205,choice='B' probability=0.8
11206,choice='A' probability=0.6
11207,choice='B' probability=0.8
11208,choice='D' probability=0.8
11209,choice='B' probability=0.3
11210,
11211,choice='D' probability=0.8
11212,choice='A' probability=0.8
11213,choice='D' probability=0.9
11214,choice='B' probability=0.8
11215,choice='C' probability=0.95
11216,choice='B' probability=0.8
11217,choice='E' probability=0.8
11218,choice='D' probability=0.8
11219,choice='C' probability=0.2
11220,choice='C' probability=0.85
11221,choice='C' probability=0.8
11222,
11223,choice='C' probability=0.9
11224,choice='C' probability=0.9
11225,choice='A' probability=0.8
11226,choice='B' probability=0.8
11227,choice='A' probability=0.2
11228,choice='E' probability=0.8
11229,choice='D' probability=0.7
11230,choice='B' probability=0.2
11231,choice='C' probability=0.9
11232,choice='C' probability=0.8
11233,choice='B' probability=0.8
11234,choice='D' probability=0.85
11235,choice='D' probability=0.9
11236,choice='B' probability=0.9
11237,choice='E' probability=0.0003
11238,choice='C' probability=0.9
11239,choice='B' probability=0.8
11240,choice='A' probability=0.9
11241,choice='B' probability=0.8
11242,choice='D' probability=0.8
11243,choice='B' probability=0.9
11244,choice='D' probability=0.8
11245,choice='A' probability=0.8
11246,choice='A' probability=0.7
11247,choice='C' probability=0.8
11248,choice='C' probability=0.9
11249,choice='C' probability=0.8
11250,choice='E' probability=0.8
11251,choice='E' probability=0.75
11252,choice='A' probability=0.8
11253,choice='E' probability=0.8
11254,choice='C' probability=0.9
11255,choice='C' probability=0.2
11256,choice='D' probability=0.8
11257,choice='B' probability=0.8
11258,choice='A' probability=0.8
11259,
11260,choice='D' probability=0.9
11261,choice='E' probability=0.8
11262,choice='C' probability=0.95
11263,choice='C' probability=0.05
11264,choice='C' probability=0.75
11265,choice='E' probability=0.95
11266,choice='A' probability=0.8
11267,choice='B' probability=0.95
11268,choice='B' probability=0.9
11269,choice='D' probability=0.8
11270,choice='E' probability=0.8
11271,choice='E' probability=0.9
11272,choice='D' probability=0.85
11273,choice='A' probability=0.4
11274,choice='C' probability=0.8
11275,choice='B' probability=0.8
11276,choice='C' probability=0.7
11277,choice='A' probability=0.8
11278,choice='C' probability=0.95
11279,choice='B' probability=0.85
11280,choice='B' probability=0.75
11281,choice='A' probability=0.7
11282,choice='D' probability=0.9
11283,choice='A' probability=0.9
11284,
11285,choice='B' probability=0.15
11286,choice='C' probability=0.8
11287,choice='E' probability=0.95
11288,choice='D' probability=0.2
11289,choice='A' probability=0.9
11290,choice='E' probability=0.6
11291,choice='C' probability=0.9
11292,choice='A' probability=0.8
11293,choice='C' probability=0.4
11294,choice='C' probability=0.9
11295,choice='C' probability=0.8
11296,choice='D' probability=0.9
11297,choice='B' probability=0.9
11298,choice='A' probability=0.75
11299,choice='E' probability=0.2
11300,choice='B' probability=0.5
11301,choice='A' probability=0.7
11302,choice='E' probability=0.8
11303,choice='E' probability=0.9
11304,choice='B' probability=0.9
11305,choice='A' probability=0.4
11306,choice='E' probability=0.8
11307,choice='D' probability=0.8
11308,choice='D' probability=0.9
11309,choice='C' probability=0.7
11310,choice='C' probability=0.8
11311,choice='A' probability=0.7
11312,choice='E' probability=0.8
11313,choice='D' probability=0.9
11314,choice='A' probability=0.8
11315,choice='C' probability=0.85
11316,
11317,
11318,choice='B' probability=0.8
11319,choice='D' probability=0.6
11320,choice='E' probability=0.9
11321,choice='A' probability=0.65
11322,choice='D' probability=0.9
11323,choice='C' probability=0.8
11324,choice='E' probability=0.9
11325,choice='A' probability=0.9
11326,choice='E' probability=0.8
11327,choice='B' probability=0.8
11328,choice='D' probability=0.8
11329,choice='C' probability=0.9
11330,choice='E' probability=0.8
11331,choice='B' probability=0.85
11332,choice='D' probability=0.999
11333,choice='B' probability=0.8
11334,choice='E' probability=0.9
11335,choice='D' probability=0.9
11336,choice='E' probability=0.95
11337,choice='A' probability=0.8
11338,choice='B' probability=0.9
11339,choice='B' probability=0.95
11340,choice='C' probability=0.05
11341,choice='C' probability=0.9
11342,choice='A' probability=0.8
11343,choice='A' probability=0.9
11344,choice='C' probability=0.2
11345,choice='E' probability=0.5
11346,choice='B' probability=0.8
11347,choice='A' probability=0.8
11348,choice='D' probability=0.9
11349,choice='C' probability=0.2
11350,choice='B' probability=0.7
11351,choice='B' probability=0.8
11352,choice='A' probability=0.7
11353,choice='D' probability=0.95
11354,choice='D' probability=0.95
11355,choice='B' probability=0.9
11356,choice='E' probability=0.9
11357,choice='E' probability=0.4
11358,choice='C' probability=0.8
11359,choice='D' probability=0.7
11360,choice='D' probability=0.95
11361,choice='C' probability=0.2
11362,choice='E' probability=0.9
11363,choice='A' probability=0.7
11364,choice='C' probability=0.85
11365,choice='C' probability=0.7
11366,choice='B' probability=0.8
11367,choice='D' probability=0.8
11368,choice='A' probability=0.8
11369,choice='A' probability=0.25
11370,choice='E' probability=0.4
11371,
11372,choice='C' probability=0.5
11373,choice='E' probability=0.8
11374,choice='E' probability=0.9
11375,choice='C' probability=0.9
11376,choice='C' probability=0.8
11377,choice='A' probability=0.8
11378,choice='A' probability=0.8
11379,choice='A' probability=0.95
11380,choice='C' probability=0.2
11381,choice='D' probability=0.85
11382,
11383,choice='C' probability=0.8
11384,choice='E' probability=0.2
11385,choice='C' probability=0.8
11386,choice='B' probability=0.4
11387,choice='D' probability=0.2
11388,choice='E' probability=0.4
11389,choice='E' probability=0.2
11390,choice='B' probability=0.8
11391,choice='C' probability=0.9
11392,choice='B' probability=0.2
11393,choice='C' probability=0.05
11394,
11395,choice='B' probability=0.8
11396,choice='C' probability=0.85
11397,choice='C' probability=0.7
11398,choice='A' probability=0.8
11399,choice='E' probability=0.8
11400,choice='D' probability=0.8
11401,choice='D' probability=0.8
11402,choice='C' probability=0.85
11403,choice='B' probability=0.8
11404,choice='D' probability=0.9
11405,choice='E' probability=0.7
11406,choice='B' probability=0.7
11407,choice='B' probability=0.8
11408,choice='A' probability=0.6
11409,choice='A' probability=0.9
11410,choice='A' probability=0.8
11411,choice='A' probability=0.9
11412,choice='A' probability=0.95
11413,choice='B' probability=0.8
11414,choice='D' probability=0.7
11415,choice='A' probability=0.8
11416,choice='A' probability=0.9
11417,choice='A' probability=0.9
11418,choice='C' probability=0.9
11419,choice='E' probability=0.95
11420,choice='E' probability=0.8
11421,choice='D' probability=0.95
11422,choice='B' probability=0.8
11423,choice='B' probability=0.8
11424,choice='B' probability=0.95
11425,choice='A' probability=0.6
11426,choice='C' probability=0.8
11427,choice='E' probability=0.9
11428,choice='E' probability=0.8
11429,choice='B' probability=0.85
11430,choice='A' probability=0.8
11431,choice='A' probability=0.8
11432,choice='B' probability=0.9
11433,choice='A' probability=0.8
11434,choice='E' probability=0.8
11435,choice='D' probability=0.85
11436,choice='E' probability=0.9
11437,choice='A' probability=0.9
11438,choice='A' probability=0.8
11439,choice='C' probability=0.8
11440,choice='D' probability=0.8
11441,choice='B' probability=0.9
11442,choice='A' probability=0.9
11443,choice='A' probability=0.8
11444,choice='E' probability=0.9
11445,choice='A' probability=0.8
11446,choice='B' probability=0.4
11447,
11448,choice='B' probability=0.9
11449,
11450,choice='C' probability=0.8
11451,choice='C' probability=0.8
11452,choice='C' probability=0.9
11453,choice='E' probability=0.9
11454,choice='E' probability=0.85
11455,choice='C' probability=0.4
11456,choice='E' probability=0.8
11457,
11458,choice='C' probability=0.8
11459,choice='A' probability=0.85
11460,choice='E' probability=0.85
11461,choice='C' probability=0.9
11462,choice='A' probability=0.9
11463,choice='A' probability=0.8
11464,choice='B' probability=0.9
11465,choice='B' probability=0.8
11466,choice='D' probability=0.9
11467,choice='C' probability=0.8
11468,choice='C' probability=0.9
11469,choice='A' probability=0.9
11470,choice='C' probability=0.9
11471,choice='E' probability=0.8
11472,choice='B' probability=0.7
11473,choice='B' probability=0.7
11474,choice='A' probability=0.9
11475,choice='A' probability=0.7
11476,choice='B' probability=0.75
11477,
11478,choice='D' probability=0.5
11479,choice='A' probability=0.8
11480,choice='C' probability=0.9
11481,choice='A' probability=0.9
11482,choice='E' probability=0.8
11483,choice='D' probability=0.8
11484,choice='A' probability=0.85
11485,choice='A' probability=0.2
11486,choice='C' probability=0.2
11487,choice='D' probability=0.9
11488,choice='C' probability=0.75
11489,choice='C' probability=0.9
11490,choice='D' probability=0.7
11491,choice='B' probability=0.85
11492,choice='B' probability=0.8
11493,choice='B' probability=0.8
11494,choice='B' probability=0.4
11495,choice='A' probability=0.95
11496,choice='B' probability=0.999
11497,choice='E' probability=0.85
11498,
11499,choice='D' probability=0.9
11500,choice='B' probability=0.9
11501,choice='C' probability=0.8
11502,choice='B' probability=0.9
11503,choice='C' probability=0.8
11504,choice='C' probability=0.05
11505,choice='A' probability=0.9
11506,
11507,choice='D' probability=0.9
11508,choice='A' probability=0.8
11509,choice='C' probability=0.9
11510,choice='B' probability=0.9
11511,choice='C' probability=0.8
11512,choice='C' probability=0.9
11513,choice='D' probability=0.9
11514,choice='E' probability=0.8
11515,choice='B' probability=0.8
11516,choice='C' probability=0.8
11517,choice='A' probability=0.9
11518,choice='C' probability=0.8
11519,choice='E' probability=0.8
11520,choice='A' probability=0.8
11521,choice='B' probability=0.8
11522,choice='D' probability=0.8
11523,choice='B' probability=0.7
11524,choice='D' probability=0.8
11525,choice='B' probability=0.9
11526,choice='B' probability=0.9
11527,choice='C' probability=0.2
11528,choice='C' probability=0.8
11529,choice='A' probability=0.4
11530,choice='C' probability=0.8
11531,choice='C' probability=0.7
11532,choice='E' probability=0.8
11533,choice='D' probability=0.8
11534,choice='A' probability=0.8
11535,choice='E' probability=0.9
11536,choice='C' probability=0.85
11537,choice='C' probability=0.2
11538,choice='A' probability=0.95
11539,choice='C' probability=0.8
11540,choice='E' probability=0.8
11541,choice='B' probability=0.8
11542,choice='C' probability=0.33
11543,choice='A' probability=0.8
11544,choice='D' probability=0.9
11545,choice='C' probability=0.95
11546,choice='B' probability=0.9
11547,choice='C' probability=0.85
11548,choice='A' probability=0.4
11549,choice='B' probability=0.8
11550,choice='E' probability=0.8
11551,choice='A' probability=0.9
11552,choice='D' probability=0.95
11553,choice='B' probability=0.9
11554,choice='A' probability=0.9
11555,choice='B' probability=0.8
11556,choice='B' probability=0.7
11557,choice='A' probability=0.7
11558,choice='E' probability=0.8
11559,choice='C' probability=0.9
11560,choice='C' probability=0.8
11561,choice='E' probability=0.9
11562,choice='C' probability=0.8
11563,choice='B' probability=0.8
11564,choice='C' probability=0.8
11565,choice='D' probability=0.9
11566,choice='C' probability=0.75
11567,choice='A' probability=0.9
11568,choice='E' probability=0.7
11569,choice='C' probability=0.8
11570,choice='A' probability=0.8
11571,choice='C' probability=0.95
11572,choice='C' probability=0.9
11573,choice='A' probability=0.2
11574,choice='A' probability=0.85
11575,choice='C' probability=0.8
11576,choice='B' probability=0.8
11577,choice='E' probability=0.9
11578,choice='B' probability=0.8
11579,
11580,
11581,choice='C' probability=0.7
11582,choice='A' probability=0.01
11583,choice='D' probability=0.9
11584,choice='A' probability=0.85
11585,choice='B' probability=0.7
11586,choice='D' probability=0.95
11587,choice='C' probability=0.8
11588,choice='D' probability=0.8
11589,choice='C' probability=0.05
11590,choice='B' probability=0.2
11591,choice='A' probability=0.8
11592,choice='D' probability=0.8
11593,choice='B' probability=0.8
11594,choice='A' probability=0.55
11595,choice='B' probability=0.9
11596,choice='E' probability=0.95
11597,choice='E' probability=0.85
11598,choice='B' probability=0.8
11599,choice='B' probability=0.95
11600,choice='E' probability=0.7
11601,choice='B' probability=0.7
11602,choice='E' probability=0.85
11603,choice='C' probability=0.7
11604,choice='D' probability=0.9
11605,choice='A' probability=0.2
11606,choice='D' probability=0.8
11607,choice='E' probability=0.8
11608,choice='A' probability=0.3
11609,choice='A' probability=0.05
11610,choice='C' probability=0.8
11611,choice='C' probability=0.9
11612,choice='D' probability=0.9
11613,choice='D' probability=0.7
11614,choice='C' probability=0.8
11615,choice='D' probability=0.9
11616,choice='A' probability=0.9
11617,choice='A' probability=0.8
11618,choice='A' probability=0.7
11619,choice='C' probability=0.75
11620,choice='E' probability=0.8
11621,choice='B' probability=0.8
11622,choice='A' probability=0.9
11623,choice='B' probability=0.2
11624,choice='A' probability=0.8
11625,choice='C' probability=0.9
11626,choice='D' probability=0.85
11627,choice='C' probability=0.4
11628,choice='A' probability=0.8
11629,choice='B' probability=0.95
11630,choice='C' probability=0.25
11631,choice='C' probability=0.4
11632,choice='D' probability=0.2
11633,choice='E' probability=0.9
11634,choice='E' probability=0.65
11635,choice='C' probability=0.9
11636,choice='D' probability=0.25
11637,choice='E' probability=0.9
11638,choice='E' probability=0.85
11639,choice='B' probability=0.8
11640,choice='E' probability=0.85
11641,choice='C' probability=0.7
11642,choice='A' probability=0.9
11643,choice='E' probability=0.85
11644,choice='D' probability=0.9
11645,choice='C' probability=0.7
11646,choice='C' probability=0.5
11647,choice='A' probability=0.01
11648,choice='C' probability=0.7
11649,choice='A' probability=0.9
11650,choice='A' probability=0.85
11651,choice='B' probability=0.8
11652,choice='E' probability=0.8
11653,choice='B' probability=0.8
11654,choice='A' probability=0.8
11655,choice='B' probability=0.8
11656,choice='A' probability=0.2
11657,choice='A' probability=0.9
11658,choice='C' probability=0.8
11659,choice='B' probability=0.9
11660,choice='C' probability=0.8
11661,choice='C' probability=0.8
11662,choice='A' probability=0.8
11663,choice='A' probability=0.05
11664,choice='A' probability=0.8
11665,choice='C' probability=0.9
11666,choice='D' probability=0.8
11667,choice='E' probability=0.8
11668,choice='C' probability=0.8
11669,choice='C' probability=0.8
11670,choice='E' probability=0.85
11671,choice='D' probability=0.8
11672,choice='E' probability=0.85
11673,choice='C' probability=0.95
11674,choice='D' probability=0.9
11675,choice='C' probability=0.4
11676,choice='E' probability=0.9
11677,choice='B' probability=0.2
11678,choice='B' probability=0.2
11679,choice='D' probability=0.85
11680,choice='E' probability=0.8
11681,choice='C' probability=0.8
11682,choice='E' probability=0.8
11683,choice='D' probability=0.9
11684,choice='B' probability=0.95
11685,choice='E' probability=0.8
11686,choice='D' probability=0.9
11687,choice='D' probability=0.8
11688,choice='C' probability=0.7
11689,choice='B' probability=0.8
11690,choice='A' probability=0.8
11691,choice='A' probability=0.8
11692,choice='B' probability=0.8
11693,choice='B' probability=0.8
11694,choice='C' probability=0.9
11695,choice='A' probability=0.9
11696,choice='C' probability=0.75
11697,choice='E' probability=0.8
11698,choice='A' probability=0.7
11699,choice='A' probability=0.4
11700,choice='C' probability=0.7
